Datetime,PredictedDemand,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,Holiday,Weekend,RiskLevel
2017-12-31 03:10:00,17235.2890625,11.65999984741211,53.29999923706055,0.07800000160932541,0.0949999988079071,0.0820000022649765,0,1,NORMAL
2017-12-31 03:20:00,17114.2734375,11.5600004196167,52.900001525878906,0.07699999958276749,0.07699999958276749,0.11100000143051147,0,1,NORMAL
2017-12-31 03:30:00,16958.45703125,11.550000190734863,52.540000915527344,0.07999999821186066,0.07699999958276749,0.09300000220537186,0,1,NORMAL
2017-12-31 03:40:00,16822.935546875,11.430000305175781,52.869998931884766,0.07800000160932541,0.0729999989271164,0.13699999451637268,0,1,NORMAL
2017-12-31 03:50:00,16704.224609375,11.449999809265137,52.369998931884766,0.07599999755620956,0.0729999989271164,0.08500000089406967,0,1,NORMAL
2017-12-31 04:00:00,16586.62890625,11.359999656677246,52.16999816894531,0.07699999958276749,0.07699999958276749,0.09300000220537186,0,1,NORMAL
2017-12-31 04:10:00,16535.849609375,11.210000038146973,52.400001525878906,0.07900000363588333,0.08399999886751175,0.11100000143051147,0,1,NORMAL
2017-12-31 04:20:00,16478.775390625,11.319999694824219,51.5,0.07999999821186066,0.054999999701976776,0.1340000033378601,0,1,NORMAL
2017-12-31 04:30:00,16438.3046875,11.34000015258789,51.0,0.07800000160932541,0.050999999046325684,0.14100000262260437,0,1,NORMAL
2017-12-31 04:40:00,16369.5546875,11.420000076293945,50.470001220703125,0.07900000363588333,0.06599999964237213,0.12999999523162842,0,1,NORMAL
2017-12-31 04:50:00,16392.015625,11.300000190734863,51.099998474121094,0.07900000363588333,0.08100000023841858,0.15199999511241913,0,1,NORMAL
2017-12-31 05:00:00,16368.330078125,11.319999694824219,50.22999954223633,0.07800000160932541,0.08100000023841858,0.0820000022649765,0,1,NORMAL
2017-12-31 05:10:00,16441.263671875,11.40999984741211,48.22999954223633,0.07599999755620956,0.08399999886751175,0.08900000154972076,0,1,NORMAL
2017-12-31 05:20:00,16440.255859375,11.1899995803833,48.79999923706055,0.07800000160932541,0.08100000023841858,0.1080000028014183,0,1,NORMAL
2017-12-31 05:30:00,16498.36328125,11.229999542236328,48.93000030517578,0.07900000363588333,0.04800000041723251,0.08900000154972076,0,1,NORMAL
2017-12-31 05:40:00,16488.970703125,11.359999656677246,48.33000183105469,0.07800000160932541,0.04800000041723251,0.11100000143051147,0,1,NORMAL
2017-12-31 05:50:00,16593.552734375,11.329999923706055,49.20000076293945,0.07900000363588333,0.050999999046325684,0.07800000160932541,0,1,NORMAL
2017-12-31 06:00:00,16618.8046875,11.289999961853027,50.06999969482422,0.07900000363588333,0.04800000041723251,0.11100000143051147,0,1,NORMAL
2017-12-31 06:10:00,16707.4140625,11.390000343322754,49.029998779296875,0.07900000363588333,0.06199999898672104,0.12200000137090683,0,1,NORMAL
2017-12-31 06:20:00,16703.455078125,11.359999656677246,48.400001525878906,0.07800000160932541,0.06599999964237213,0.11100000143051147,0,1,NORMAL
2017-12-31 06:30:00,16769.84765625,11.329999923706055,48.529998779296875,0.07999999821186066,0.08399999886751175,0.08900000154972076,0,1,NORMAL
2017-12-31 06:40:00,16713.650390625,11.329999923706055,48.869998931884766,0.07999999821186066,0.07699999958276749,0.12999999523162842,0,1,NORMAL
2017-12-31 06:50:00,16745.12109375,11.289999961853027,48.83000183105469,0.07800000160932541,0.032999999821186066,0.12200000137090683,0,1,NORMAL
2017-12-31 07:00:00,16665.1875,11.279999732971191,48.65999984741211,0.07699999958276749,0.04800000041723251,0.14499999582767487,0,1,NORMAL
2017-12-31 07:10:00,16616.6171875,11.25,48.459999084472656,0.07800000160932541,0.0729999989271164,0.08500000089406967,0,1,NORMAL
2017-12-31 07:20:00,16444.130859375,11.170000076293945,48.459999084472656,0.07599999755620956,0.03999999910593033,0.14100000262260437,0,1,NORMAL
2017-12-31 07:30:00,16314.203125,11.109999656677246,49.099998474121094,0.07999999821186066,0.06599999964237213,0.08900000154972076,0,1,NORMAL
2017-12-31 07:40:00,16138.7412109375,10.989999771118164,49.470001220703125,0.07900000363588333,0.07699999958276749,0.11500000208616257,0,1,NORMAL
2017-12-31 07:50:00,16220.826171875,10.869999885559082,49.83000183105469,0.07699999958276749,0.08100000023841858,0.09300000220537186,0,1,NORMAL
2017-12-31 08:00:00,16326.8125,10.880000114440918,49.43000030517578,0.07699999958276749,0.20100000500679016,0.16699999570846558,0,1,NORMAL
2017-12-31 08:10:00,16520.73046875,10.960000038146973,48.36000061035156,0.07800000160932541,0.9850000143051147,0.9679999947547913,0,1,NORMAL
2017-12-31 08:20:00,16647.3203125,10.949999809265137,47.86000061035156,0.07800000160932541,3.125999927520752,3.059999942779541,0,1,NORMAL
2017-12-31 08:30:00,16838.71875,10.949999809265137,47.630001068115234,0.07800000160932541,6.968999862670898,6.764999866485596,0,1,NORMAL
2017-12-31 08:40:00,16984.1171875,10.789999961853027,48.599998474121094,0.07999999821186066,14.119999885559082,11.279999732971191,0,1,NORMAL
2017-12-31 08:50:00,17264.4375,10.4399995803833,49.93000030517578,0.08100000023841858,52.900001525878906,17.809999465942383,0,1,NORMAL
2017-12-31 09:00:00,17507.44921875,10.329999923706055,50.22999954223633,0.07800000160932541,77.9000015258789,21.3799991607666,0,1,NORMAL
2017-12-31 09:10:00,17808.078125,10.520000457763672,50.0,0.07699999958276749,103.19999694824219,24.350000381469727,0,1,NORMAL
2017-12-31 09:20:00,17993.7578125,11.069999694824219,49.72999954223633,0.07800000160932541,127.69999694824219,26.84000015258789,0,1,NORMAL
2017-12-31 09:30:00,18234.431640625,11.739999771118164,46.93000030517578,0.07999999821186066,152.39999389648438,28.809999465942383,0,1,NORMAL
2017-12-31 09:40:00,18400.234375,12.0600004196167,45.15999984741211,0.07699999958276749,178.1999969482422,30.209999084472656,0,1,NORMAL
2017-12-31 09:50:00,18712.880859375,12.300000190734863,44.83000183105469,0.07500000298023224,205.5,31.25,0,1,NORMAL
2017-12-31 10:00:00,18982.796875,12.5,44.83000183105469,0.0729999989271164,231.89999389648438,32.40999984741211,0,1,NORMAL
2017-12-31 10:10:00,19293.404296875,12.649999618530273,44.529998779296875,0.07800000160932541,258.20001220703125,33.29999923706055,0,1,NORMAL
2017-12-31 10:20:00,19502.703125,12.84000015258789,44.560001373291016,0.07699999958276749,283.20001220703125,34.119998931884766,0,1,NORMAL
2017-12-31 10:30:00,19797.66015625,12.989999771118164,45.15999984741211,0.07699999958276749,306.29998779296875,35.45000076293945,0,1,NORMAL
2017-12-31 10:40:00,19986.119140625,13.3100004196167,44.4900016784668,0.07400000095367432,328.70001220703125,36.939998626708984,0,1,NORMAL
2017-12-31 10:50:00,20304.587890625,13.460000038146973,43.560001373291016,0.07900000363588333,351.70001220703125,36.400001525878906,0,1,NORMAL
2017-12-31 11:00:00,20542.13671875,13.59000015258789,43.560001373291016,0.07900000363588333,371.6000061035156,36.970001220703125,0,1,NORMAL
2017-12-31 11:10:00,20824.005859375,13.699999809265137,41.88999938964844,0.07599999755620956,390.70001220703125,37.54999923706055,0,1,NORMAL
2017-12-31 11:20:00,20980.32421875,13.84000015258789,40.91999816894531,0.07800000160932541,407.8999938964844,37.11000061035156,0,1,NORMAL
2017-12-31 11:30:00,21239.43359375,13.84000015258789,41.91999816894531,0.07900000363588333,423.5,38.79999923706055,0,1,NORMAL
2017-12-31 11:40:00,21371.115234375,13.930000305175781,42.189998626708984,0.07699999958276749,436.8999938964844,38.189998626708984,0,1,NORMAL
2017-12-31 11:50:00,21609.52734375,13.9399995803833,42.290000915527344,0.07699999958276749,450.70001220703125,38.06999969482422,0,1,NORMAL
2017-12-31 12:00:00,21740.177734375,14.039999961853027,41.65999984741211,0.07699999958276749,461.29998779296875,38.15999984741211,0,1,NORMAL
2017-12-31 12:10:00,21894.857421875,14.180000305175781,41.36000061035156,0.07800000160932541,470.6000061035156,38.29999923706055,0,1,NORMAL
2017-12-31 12:20:00,21853.1171875,14.229999542236328,38.25,0.07800000160932541,481.20001220703125,38.29999923706055,0,1,NORMAL
2017-12-31 12:30:00,21948.681640625,14.319999694824219,36.91999816894531,0.07699999958276749,487.20001220703125,38.75,0,1,NORMAL
2017-12-31 12:40:00,21922.03125,14.5600004196167,38.31999969482422,0.07900000363588333,493.3999938964844,38.540000915527344,0,1,NORMAL
2017-12-31 12:50:00,21979.470703125,14.470000267028809,38.58000183105469,0.07900000363588333,498.3999938964844,38.09000015258789,0,1,NORMAL
2017-12-31 13:00:00,21944.58984375,14.399999618530273,36.880001068115234,0.07599999755620956,501.1000061035156,38.22999954223633,0,1,NORMAL
2017-12-31 13:10:00,21946.169921875,14.470000267028809,38.52000045776367,0.07900000363588333,502.1000061035156,38.5,0,1,NORMAL
2017-12-31 13:20:00,21803.2265625,14.449999809265137,35.95000076293945,0.07699999958276749,498.70001220703125,38.459999084472656,0,1,NORMAL
2017-12-31 13:30:00,21820.716796875,14.510000228881836,37.380001068115234,0.07900000363588333,498.6000061035156,38.689998626708984,0,1,NORMAL
2017-12-31 13:40:00,21734.763671875,14.539999961853027,37.47999954223633,0.07699999958276749,495.79998779296875,38.79999923706055,0,1,NORMAL
2017-12-31 13:50:00,21770.423828125,14.619999885559082,36.25,0.07599999755620956,489.70001220703125,38.63999938964844,0,1,NORMAL
2017-12-31 14:00:00,21732.341796875,14.600000381469727,36.18000030517578,0.07800000160932541,483.0,38.52000045776367,0,1,NORMAL
2017-12-31 14:10:00,21732.2265625,14.569999694824219,37.18000030517578,0.07900000363588333,474.5,38.59000015258789,0,1,NORMAL
2017-12-31 14:20:00,21633.64453125,14.529999732971191,38.04999923706055,0.07699999958276749,464.5,38.349998474121094,0,1,NORMAL
2017-12-31 14:30:00,21682.107421875,14.529999732971191,38.720001220703125,0.07800000160932541,452.70001220703125,38.209999084472656,0,1,NORMAL
2017-12-31 14:40:00,21644.12109375,14.619999885559082,39.189998626708984,0.07699999958276749,439.20001220703125,38.0,0,1,NORMAL
2017-12-31 14:50:00,21711.375,14.539999961853027,39.52000045776367,0.07800000160932541,425.3999938964844,37.59000015258789,0,1,NORMAL
2017-12-31 15:00:00,21702.16796875,14.539999961853027,39.45000076293945,0.07900000363588333,409.1000061035156,37.06999969482422,0,1,NORMAL
2017-12-31 15:10:00,21746.484375,14.520000457763672,40.4900016784668,0.07500000298023224,392.6000061035156,36.86000061035156,0,1,NORMAL
2017-12-31 15:20:00,21693.556640625,14.369999885559082,41.52000045776367,0.07900000363588333,374.0,37.81999969482422,0,1,NORMAL
2017-12-31 15:30:00,21783.576171875,14.390000343322754,41.959999084472656,0.07699999958276749,355.0,41.220001220703125,0,1,NORMAL
2017-12-31 15:40:00,21782.224609375,14.529999732971191,41.9900016784668,0.07699999958276749,333.8999938964844,50.029998779296875,0,1,NORMAL
2017-12-31 15:50:00,21904.037109375,14.420000076293945,42.060001373291016,0.07800000160932541,311.8999938964844,73.69999694824219,0,1,NORMAL
2017-12-31 16:00:00,21931.92578125,14.3100004196167,42.560001373291016,0.07599999755620956,288.70001220703125,127.0999984741211,0,1,NORMAL
2017-12-31 16:10:00,22048.26171875,14.279999732971191,41.560001373291016,0.07599999755620956,265.5,192.60000610351562,0,1,NORMAL
2017-12-31 16:20:00,22085.875,14.319999694824219,40.45000076293945,0.07699999958276749,238.0,228.39999389648438,0,1,NORMAL
2017-12-31 16:30:00,22393.32421875,14.210000038146973,41.220001220703125,0.07699999958276749,212.8000030517578,236.89999389648438,0,1,NORMAL
2017-12-31 16:40:00,22754.69140625,14.260000228881836,42.41999816894531,0.07900000363588333,187.60000610351562,222.1999969482422,0,1,NORMAL
2017-12-31 16:50:00,23529.798828125,14.149999618530273,41.150001525878906,0.07800000160932541,165.3000030517578,202.8000030517578,0,1,NORMAL
2017-12-31 17:00:00,24565.134765625,14.149999618530273,41.52000045776367,0.07599999755620956,140.0,175.0,0,1,NORMAL
2017-12-31 17:10:00,26762.68359375,14.100000381469727,41.689998626708984,0.07800000160932541,116.69999694824219,147.60000610351562,0,1,NORMAL
2017-12-31 17:20:00,29172.015625,14.010000228881836,41.560001373291016,0.07900000363588333,94.5999984741211,121.19999694824219,0,1,NORMAL
2017-12-31 17:30:00,32169.728515625,13.9399995803833,43.59000015258789,0.07900000363588333,72.5999984741211,94.30000305175781,0,1,NORMAL
2017-12-31 17:40:00,33961.1953125,13.789999961853027,45.88999938964844,0.07800000160932541,49.33000183105469,63.93000030517578,0,1,NORMAL
2017-12-31 17:50:00,35316.78125,12.65999984741211,52.439998626708984,0.07699999958276749,15.729999542236328,16.389999389648438,0,1,MODERATE
2017-12-31 18:00:00,36079.703125,11.65999984741211,55.540000915527344,0.07699999958276749,9.949999809265137,10.119999885559082,0,1,MODERATE
2017-12-31 18:10:00,36529.375,11.1899995803833,56.709999084472656,0.07599999755620956,5.818999767303467,5.914999961853027,0,1,MODERATE
2017-12-31 18:20:00,36562.63671875,10.930000305175781,57.58000183105469,0.07500000298023224,2.609999895095825,2.618000030517578,0,1,MODERATE
2017-12-31 18:30:00,36752.875,10.510000228881836,59.349998474121094,0.07699999958276749,0.578000009059906,0.597000002861023,0,1,MODERATE
2017-12-31 18:40:00,36937.015625,10.25,60.0099983215332,0.07699999958276749,0.0989999994635582,0.11100000143051147,0,1,MODERATE
2017-12-31 18:50:00,37374.87109375,10.09000015258789,60.75,0.07699999958276749,0.05900000035762787,0.14800000190734863,0,1,MODERATE
2017-12-31 19:00:00,37594.91796875,9.920000076293945,61.150001525878906,0.0729999989271164,0.06199999898672104,0.09600000083446503,0,1,MODERATE
2017-12-31 19:10:00,37758.296875,9.710000038146973,61.75,0.07400000095367432,0.03700000047683716,0.11900000274181366,0,1,MODERATE
2017-12-31 19:20:00,37735.16015625,9.5,62.220001220703125,0.07800000160932541,0.05900000035762787,0.11100000143051147,0,1,MODERATE
2017-12-31 19:30:00,37823.17578125,9.239999771118164,62.849998474121094,0.07599999755620956,0.050999999046325684,0.08900000154972076,0,1,MODERATE
2017-12-31 19:40:00,37823.6484375,9.180000305175781,63.119998931884766,0.07500000298023224,0.05900000035762787,0.10400000214576721,0,1,MODERATE
2017-12-31 19:50:00,37988.078125,9.170000076293945,63.349998474121094,0.07199999690055847,0.04399999976158142,0.09300000220537186,0,1,MODERATE
2017-12-31 20:00:00,38080.6875,9.020000457763672,63.380001068115234,0.07500000298023224,0.04800000041723251,0.12999999523162842,0,1,MODERATE
2017-12-31 20:10:00,38047.06640625,8.880000114440918,63.41999816894531,0.0729999989271164,0.02199999988079071,0.14499999582767487,0,1,MODERATE
2017-12-31 20:20:00,38007.9296875,8.899999618530273,63.619998931884766,0.07599999755620956,0.04800000041723251,0.08500000089406967,0,1,MODERATE
2017-12-31 20:30:00,37987.19921875,8.789999961853027,64.75,0.08799999952316284,0.054999999701976776,0.09600000083446503,0,1,MODERATE
2017-12-31 20:40:00,37912.03515625,9.369999885559082,64.5199966430664,0.08500000089406967,0.0729999989271164,0.08900000154972076,0,1,MODERATE
2017-12-31 20:50:00,37634.95703125,9.289999961853027,64.25,0.08500000089406967,0.07000000029802322,0.08500000089406967,0,1,MODERATE
2017-12-31 21:00:00,37241.55859375,8.800000190734863,65.48999786376953,0.0820000022649765,0.08799999952316284,0.11500000208616257,0,1,MODERATE
2017-12-31 21:10:00,36865.6796875,7.889999866485596,69.83000183105469,0.07999999821186066,0.06199999898672104,0.1340000033378601,0,1,MODERATE
2017-12-31 21:20:00,36503.3515625,7.639999866485596,71.69999694824219,0.0820000022649765,0.08100000023841858,0.07800000160932541,0,1,MODERATE
2017-12-31 21:30:00,36222.6953125,7.949999809265137,70.19999694824219,0.0820000022649765,0.06199999898672104,0.08500000089406967,0,1,MODERATE
2017-12-31 21:40:00,35836.11328125,7.650000095367432,71.0999984741211,0.0820000022649765,0.08399999886751175,0.09300000220537186,0,1,MODERATE
2017-12-31 21:50:00,35404.08984375,8.140000343322754,69.7300033569336,0.08100000023841858,0.06199999898672104,0.08500000089406967,0,1,MODERATE
2017-12-31 22:00:00,35013.34765625,8.09000015258789,68.48999786376953,0.07900000363588333,0.07000000029802322,0.08500000089406967,0,1,MODERATE
2017-12-31 22:10:00,34642.33984375,7.639999866485596,70.0999984741211,0.08299999684095383,0.054999999701976776,0.11900000274181366,0,1,NORMAL
2017-12-31 22:20:00,34214.5,7.650000095367432,70.0999984741211,0.08100000023841858,0.06199999898672104,0.12200000137090683,0,1,NORMAL
2017-12-31 22:30:00,33743.95703125,7.480000019073486,71.0,0.08500000089406967,0.06199999898672104,0.10400000214576721,0,1,NORMAL
2017-12-31 22:40:00,33180.0625,7.389999866485596,71.19999694824219,0.07900000363588333,0.06599999964237213,0.10000000149011612,0,1,NORMAL
2017-12-31 22:50:00,32392.673828125,7.340000152587891,71.0,0.08399999886751175,0.03700000047683716,0.11900000274181366,0,1,NORMAL
2017-12-31 23:00:00,31470.9609375,7.070000171661377,72.5,0.07999999821186066,0.05900000035762787,0.09300000220537186,0,1,NORMAL
2017-12-31 23:10:00,30373.998046875,7.010000228881836,72.4000015258789,0.07999999821186066,0.03999999910593033,0.09600000083446503,0,1,NORMAL
2017-12-31 23:20:00,29305.70703125,6.947000026702881,72.5999984741211,0.0820000022649765,0.050999999046325684,0.09300000220537186,0,1,NORMAL
2017-12-31 23:30:00,28139.93359375,6.900000095367432,72.80000305175781,0.0860000029206276,0.08399999886751175,0.07400000095367432,0,1,NORMAL
2017-12-31 23:40:00,26941.568359375,6.757999897003174,73.0,0.07999999821186066,0.06599999964237213,0.08900000154972076,0,1,NORMAL
2017-12-31 23:50:00,25481.291015625,6.579999923706055,74.0999984741211,0.08100000023841858,0.06199999898672104,0.11100000143051147,0,1,NORMAL
